Title;Course_code;Credits;Period;Course_Level;Faculty;Course_Coordinator;Examiner;Teaching_Staff;Target_Audiences;Entry_Requirements;Course_Content;URL;;;;;;;;;
Probability Theory;E_EOR1_PT;6 EC;P1+2;100;English;School of Business and Economics;dr. H. Karabiyik;dr. H. Karabiyik;Secondary subject for non-VU students, Part of an Exchange Programme;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/E_EOR1_PT;;;;;;;;;
Probability and Statistics;XB_0115;6 EC;P4;200;English;Faculty of Science;dr. R. Hindriks;dr. R. Hindriks;Extra curricular course for VU students, Secondary subject for non-VU students, Open course, Part of an Exchange Programme;NA;From the book by From Pishro-Nik:;https://studiegids.vu.nl/en/courses/2024-2025/XB_0115;;;;;;;;;
Probabilistic Forecasting for Dynamical Systems;XB_0107;6 EC;P6;200;English;Faculty of Science;dr. S.B. Dubinkina;dr. S.B. Dubinkina;;NA;Dynamical systems come across in many fields: for example climatology, biology, and engineering. If the initial condition of a dynamical system is uncertain, then probabilistic forecasting is used to provide a set of plausible predictions with probability assigned to it. The aim of the course is to describe the mathematical and algorithmic principles of probabilistic forecasting of dynamical systems.;https://studiegids.vu.nl/en/courses/2024-2025/XB_0107;;;;;;;;;
Probabilistic and Extremal Combinatorics;XMM_418118;8 EC;P1+2+3;400;English;Faculty of Science;prof. dr. S. Bhulai;;Part of an Exchange Programme;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/XMM_418118;;;;;;;;;
Privatissimum Business Law;R_Privatissi;6 EC;P3+4;500;Dutch;Faculty of Law;prof. dr. mr. A.F. Verdam;prof. dr. mr. A.F. Verdam;;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/R_Privatissi;;;;;;;;;
Private International Commercial Law;R_PrivInt;6 EC;P4;400;English;Faculty of Law;prof. dr. A.E. Oderkerk;prof. dr. A.E. Oderkerk;Secondary subject for non-VU students, Open course, Part of an Exchange Programme;NA;Private international law is the branch of law that deals with the regulation of cross-border relationships in private law.  It includes international jurisdiction, conflict of laws (applicable law), recognition and enforcement of foreign judgments and procedural cooperation. This course deals with topics of private international law that are particularly relevant in the context of cross-border trade and commercial disputes. Students will study EU regulations (e.g. Brussels I recast, Rome I and Rome II), relevant case law of the CJEU and a selection of international treaties (e.g. Hague Choice of Court Convention; Hague Judgment Convention) on international jurisdiction, applicable law and/or recognition and enforcement of foreign judgments with regard to contract law, tort law, insolvency law and company law.;https://studiegids.vu.nl/en/courses/2024-2025/R_PrivInt;;;;;;;;
Privacy Self-disclosure and Big Data;S_PSBD;6 EC;P4;600;English;Faculty of Social Sciences;dr. P.K. Masur;dr. P.K. Masur;Secondary subject for non-VU students, Part of an Exchange Programme;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/S_PSBD;;;;;;;;;
Privacy and Data Protection Law;R_PrivSec;6 EC;P4;400;Dutch;Faculty of Law;mr. T.H.A. Wisman;mr. T.H.A. Wisman;Secondary subject for non-VU students, Open course;NA;‘Voor advocaten is privacy een vakgebied met een rijke toekomst’ kopte een artikel in het advocatenblad van 2011. Tien jaar later blijkt de kop aardig te kloppen, onder andere met dank aan de enorme boetebevoegdheid die de Autoriteit Persoonsgegevens heeft gekregen en inmiddels ook inzet. De opkomst van privacy als een populair punt van geschillen vindt onder andere zijn oorzaak in de vergaande digitalisering van het maatschappelijke leven, maar ook de bereidheid van overheden en bedrijven om hier gebruik van te maken. Daarmee is het niet alleen relevant voor advocaten, maar dringt het belang van privacy en gegevensbescherming langzaamaan door tot de rest van de samenleving.;https://studiegids.vu.nl/en/courses/2024-2025/R_PrivSec;;;;;;;;;
Principles of Prosthodontics;T_1IPPROST;6 EC;Ac. Year (September);500;English;ACTA;dr. J.P. Mendes Tribst DDS;dr. J.P. Mendes Tribst DDS;;A completed master's degree in dentistry;Lectures, working groups and hands-on training;https://studiegids.vu.nl/en/courses/2024-2025/T_1IPPROST;;;;;;;;;
Principles of Oral Implantology;T_1IPIMPL;6 EC;Ac. Year (September);500;English;ACTA;drs. J.H.P. Cosse;drs. J.H.P. Cosse;;-         A completed master's degree in dentistry;This course covers the biological, anatomical and biomechanical principles of oral implantolgy. The theoretical foundations of oral implantology are covered. The student is aware of the right indications and surgical treatment plans for implant treatment based on sound scientific knowledge. The history and characteristics of different implants and ACTA's preferred implant systems will be discussed. Various parameters that affect implant selection and surgical treatments are taught during this course. In addition, the course will focus on anatomy of the head and neck region, the appropriate use of local anesthesia, preoperative and postoperative medications. Indications for implants and the possible complications in patients with medical problems are discussed.;https://studiegids.vu.nl/en/courses/2024-2025/T_1IPIMPL;;;;;;;;;
Principles of Drug Targets;XM_0105;6 EC;P1;400;English;Faculty of Science;prof. dr. R. Leurs;prof. dr. R. Leurs;Extra curricular course for VU students, Secondary subject for non-VU students, Open course, Part of an Exchange Programme;NA;This course is designed for students with an interest in life sciences and the biotech/pharmaceutical industry but without prior education in this field. A general introduction will be given to the process of drug discovery, drug design and synthesis, drug development and drug safety assessment. Subsequently, potential drug targets, mechanisms of drug actions (including drug- receptor/enzyme interactions and dose- response relations), drug disposition (including pharmaco-/toxicokinetics) and drug toxicity will be discussed. Various modern developments and tools will be illustrated by recent applications in the field of drug discovery.;https://studiegids.vu.nl/en/courses/2024-2025/XM_0105;;;;;;;;;
Principles of Drug Discovery;XM_0106;6 EC;P2;400;English;Faculty of Science;prof. dr. I.J.P. de Esch;prof. dr. I.J.P. de Esch;Extra curricular course for VU students, Secondary subject for non-VU students, Open course, Part of an Exchange Programme;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/XM_0106;;;;;;;;;
Principles of Bioinformatics;X_401094;6 EC;P3;300;English;Faculty of Science;dr. E. Bosdriesz;dr. E. Bosdriesz;Extra curricular course for VU students, Secondary subject for non-VU students, Open course, Part of an Exchange Programme;NA;The following topics are covered:;https://studiegids.vu.nl/en/courses/2024-2025/X_401094;;;;;;;;;
Principles of Accounting, Control and Audit;EPG_A_PACA;8 EC;P1+2, P4+5;0;Dutch;School of Business and Economics;drs. P. Bakker;;;NA;Dit vak beslaat een periode van één semester en is met name bestemd voor studenten met een HBO-opleiding anders dan op het gebied van accountancy.;https://studiegids.vu.nl/en/courses/2024-2025/EPG_A_PACA;;;;;;;;;
Prevention of Mental Health Problems;AM_470840;6 EC;P3;400;English;Faculty of Science;dr. A.M. Kleiboer;dr. A.M. Kleiboer;Extra curricular course for VU students, Secondary subject for non-VU students, Open course, Part of an Exchange Programme;At the start of this course, we expect you to have mastered knowledge, insight, attitude and skills at a level which is comparable to the final qualifications stated by the Bachelor of either Health Sciences, Psychology or Artificial Intelligence at the VU.;For Health Science students this course fits in the program of the specialization Prevention and Public Health. Within this specialization you are trained to become a health promotor who is able to work in a theory- & evidence-based way and is able to link research, practice and policy.;https://studiegids.vu.nl/en/courses/2024-2025/AM_470840;;;;;;;;;
Prevention and Policy;AM_470823;6 EC;P2;500;Dutch;Faculty of Science;E.L. Ibouanga MSc;dr. M.M. van Stralen;Extra curricular course for VU students;Er wordt verondersteld dat de student kennis, inzicht, attitude en vaardigheden bezit op het niveau van de Bachelor Gezondheidswetenschappen van de VU Amsterdam.;De verantwoordelijkheid voor de gezondheid is steeds meer bij het individu komen te liggen. We maken immers zelf onze leefstijlkeuzes, zoals wel of niet voldoende bewegen, gezond eten of roken. Toch komt er steeds meer bewustzijn dat ook andere partijen verantwoordelijk zijn voor het stimuleren van een gezonde leefstijl. Zoals het ministerie van Volksgezondheid, Welzijn en Sport in 2011 schreef in de landelijke nota gezondheidsbeleid ‘Gezondheid Dichtbij’: een gezonde leefstijl is nog steeds primair de verantwoordelijkheid van het individu, maar ook partijen zoals zorgverleners, zorgverzekeraars, scholen, werkgevers en de overheid spelen een rol in de bevordering van gezond gedrag. Deze partijen hebben de verantwoordelijkheid om een sociale, culturele, economische en fysieke omgeving op te bouwen waarin gezond gedrag de makkelijkste en aantrekkelijkste keus is voor het individu. Want zoals steeds meer duidelijk wordt: de omgeving heeft een minsten zo grote;https://studiegids.vu.nl/en/courses/2024-2025/AM_470823;;;;;;;;;
Prevention and Public Health;AP_470903;6 EC;P4+5;200;Dutch;Faculty of Science;prof. dr. I.H.M. Steenhuis;prof. dr. I.H.M. Steenhuis;Extra curricular course for VU students, Secondary subject for non-VU students, Open course;We verwachten dat je minimaal beschikt over informatievaardigheden op niveau B. Indien gewenst kun je een webcursus literatuur zoeken volgen via de universiteitsbibliotheek, zie;In dit blok komen aan de orde:;https://studiegids.vu.nl/en/courses/2024-2025/AP_470903;;;;;;;;;
Prevention and Repression of Crime;R_Prev.Best;6 EC;P5;300;Dutch;Faculty of Law;;;;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/R_Prev.Best;;;;;;;;;
Prevention;AB_1130;6 EC;P6;200;Dutch;Faculty of Science;dr. T.M. Altenburg;dr. T.M. Altenburg;Extra curricular course for VU students, Secondary subject for non-VU students, Open course;NA;NA;https://studiegids.vu.nl/en/courses/2024-2025/AB_1130;;;;;;;;;
Prevention;T_B2PREV;4 EC;Ac. Year (September);200;Dutch;ACTA;drs. N. Naaraat;drs. N. Naaraat;;NA;Eerder in de studie heb je geleerd hoe plaquegerelateerde aandoeningen ontstaan. Tijdens dit blok staat de preventie van deze mondproblemen centraal.;https://studiegids.vu.nl/en/courses/2024-2025/T_B2PREV;;;;;;;;;
Presentation;L_ETBAALG009;3 EC;P2;200;English;Faculty of Humanities;A.J. Gambrel;A.J. Gambrel;Extra curricular course for VU students, Secondary subject for non-VU students;NA;You will be able to strategically apply structural elements, prosodic features and conversational patterns in such a way that they will help you convey a clear message. By the end of the course you are able to confidently give an oral presentation.;https://studiegids.vu.nl/en/courses/2024-2025/L_ETBAALG009;;;;;;;;;
Preminor Praktijken van Pedagogische Hulpverlening, Zorgintensieve Kinderen;P_BPMPPHZK;6 EC;P5+6;200;Dutch;Faculty of Behavioural and Movement Sc.;drs. J.H. Braakman;drs. J.H. Braakman;;NA;Het vak start met vier voorbereidende werkgroepen, gericht op pedagogische theorieën en hulpverleningstechnieken. De studenten krijgen dan ook een gastles van een ouder van een zorgintensief kind. Tijdens de periode waarin de huisbezoeken plaatsvinden volgen de studenten ook werkgroepen ter begeleiding. Er is dan gelegenheid om met elkaar te reflecteren, discussiëren, vragen te stellen, verschillen tussen gezinnen te bespreken, en om tussentijds feedback te krijgen op de opdrachten van de docent. Na de huisbezoeken is er een laatste afrondende werkgroep.  De studenten maken verschillende deelopdrachten, onderverdeeld in hun persoonlijke ontwikkeling: studenten reflecteren op hun eigen handelen, rol, persoonlijke voorkeuren, sterke punten en valkuilen in het contact met het gezin, en een eindverslag over de huisbezoeken: ze beschrijven hun eigen ervaring van de huisbezoeken en gaan ook in op een bepaald thema binnen het gezin. De student krijgt de opdracht om tijdens de huisbezoeken in te gaan op verschillende thema’s: 1) de relatie met de brusjes (broertjes/zusjes), 2) het zorgnetwerk om het kind heen, of 3) het verwerkingsproces binnen het gezin. Hoe gaat het bijvoorbeeld met de brusjes van een zorgintensief kind, wat voor impact heeft het leven met een zorgintensief brusje op hen? Of welke zorgprofessionals zijn er allemaal betrokken bij het kind? Hoe werken die samen met elkaar en met het gezin? En hoe gaat de ouder bijvoorbeeld om met gevoelens van verdriet (levend verlies) als mijlpalen niet worden behaald door het kind? De student zal in het gezin observeren en gaat met het gezin in gesprek door te luisteren en te vragen naar belevingen, en zal waar mogelijk meegaan naar afspraken.;https://studiegids.vu.nl/en/courses/2024-2025/P_BPMPPHZK;;;;;;;;;
